latitude,longitude
-6.329866514200769,106.80470708056801
-6.311320884619313,106.80005622732259
-6.300799410794576,106.80012419872521
-6.287405903931668,106.80012419872521
-6.274012052104425,106.80012419872521
-6.260617856035915,106.80012419872521
-6.247223316449298,106.80012419872521
-6.233828434067827,106.80012419872521
-6.2204332096148525,106.80012419872521
-6.2070376438138135,106.80012419872521
-6.193641737388243,106.80012419872521
-6.180245491061771,106.80012419872521
-6.166848905558113,106.80012419872521
-6.1534519816010835,106.80012419872521
-6.140054719914585,106.80012419872521
-6.126657121222617,106.80012419872521
-6.11367351799499,106.80013551459167
-6.100885600623439,106.79861234074865
-6.092964424269174,106.79593229061918
-6.3623840151583115,106.80926325890177
-6.353592691291174,106.81296510842911
-6.340977854368041,106.813598927987
-6.327594198191319,106.81360895706027
-6.314069890889902,106.81386543419839
-6.300799410794576,106.813598927987
-6.287405903931668,106.813598927987
-6.274012052104425,106.813598927987
-6.260617856035915,106.813598927987
-6.247223316449298,106.813598927987
-6.233828434067827,106.813598927987
-6.2204332096148525,106.813598927987
-6.2070376438138135,106.813598927987
-6.193641737388243,106.813598927987
-6.180245491061771,106.813598927987
-6.166848905558113,106.813598927987
-6.1534519816010835,106.813598927987
-6.140054719914585,106.813598927987
-6.126842515412757,106.81375184375284
-6.117767153238237,106.81520292327559
-6.351791191765385,106.82696218140276
-6.340977854368041,106.8270736572488
-6.327585386735594,106.8270736572488
-6.314192571970178,106.8270736572488
-6.300799410794576,106.8270736572488
-6.287405903931668,106.8270736572488
-6.274012052104425,106.8270736572488
-6.260617856035915,106.8270736572488
-6.247223316449298,106.8270736572488
-6.233828434067827,106.8270736572488
-6.2204332096148525,106.8270736572488
-6.2070376438138135,106.8270736572488
-6.193641737388243,106.8270736572488
-6.180245491061771,106.8270736572488
-6.166848905558113,106.8270736572488
-6.1534519816010835,106.8270736572488
-6.140054719914585,106.8270736572488
-6.126792245550062,106.82697952121651
-6.117916732368548,106.82414410236261
-6.350755605667021,106.83596709744036
-6.339541066162006,106.83807226911624
-6.327585386735594,106.84054838651059
-6.314192571970178,106.84054838651059
-6.300799410794576,106.84054838651059
-6.287405903931668,106.84054838651059
-6.274012052104425,106.84054838651059
-6.260617856035915,106.84054838651059
-6.247223316449298,106.84054838651059
-6.233828434067827,106.84054838651059
-6.2204332096148525,106.84054838651059
-6.2070376438138135,106.84054838651059
-6.193641737388243,106.84054838651059
-6.180245491061771,106.84054838651059
-6.166848905558113,106.84054838651059
-6.1534519816010835,106.84054838651059
-6.140054719914585,106.84054838651059
-6.127290950154873,106.84063643336937
-6.119585415448546,106.84660975460802
-6.351091667251952,106.8588876534434
-6.339535987067231,106.85560180560557
-6.327585386735594,106.85402311577239
-6.314192571970178,106.85402311577239
-6.300799410794576,106.85402311577239
-6.287405903931668,106.85402311577239
-6.274012052104425,106.85402311577239
-6.260617856035915,106.85402311577239
-6.247223316449298,106.85402311577239
-6.233828434067827,106.85402311577239
-6.2204332096148525,106.85402311577239
-6.2070376438138135,106.85402311577239
-6.193641737388243,106.85402311577239
-6.180245491061771,106.85402311577239
-6.166848905558113,106.85402311577239
-6.1534519816010835,106.85402311577239
-6.140054719914585,106.85402311577239
-6.126666657162819,106.85403216630294
-6.11587696924259,106.85739103419414
-6.361170320201817,106.87396907037306
-6.352082797942873,106.86762335026816
-6.340977854368041,106.86749784503418
-6.327585386735594,106.86749784503418
-6.314192571970178,106.86749784503418
-6.300799410794576,106.86749784503418
-6.287405903931668,106.86749784503418
-6.274012052104425,106.86749784503418
-6.260617856035915,106.86749784503418
-6.247223316449298,106.86749784503418
-6.233828434067827,106.86749784503418
-6.2204332096148525,106.86749784503418
-6.2070376438138135,106.86749784503418
-6.193641737388243,106.86749784503418
-6.180245491061771,106.86749784503418
-6.166848905558113,106.86749784503418
-6.1534519816010835,106.86749784503418
-6.140054719914585,106.86749784503418
-6.1266753897841815,106.867504404374
-6.114890749294495,106.86812901160468
-6.105704684942831,106.87194602260773
-6.365675681410419,106.88423432305943
-6.3543696561500465,106.88097306608672
-6.340977854368041,106.88097257429597
-6.327585386735594,106.88097257429597
-6.314192571970178,106.88097257429597
-6.300799410794576,106.88097257429597
-6.287405903931668,106.88097257429597
-6.274012052104425,106.88097257429597
-6.260617856035915,106.88097257429597
-6.247223316449298,106.88097257429597
-6.233828434067827,106.88097257429597
-6.2204332096148525,106.88097257429597
-6.2070376438138135,106.88097257429597
-6.193641737388243,106.88097257429597
-6.180245491061771,106.88097257429597
-6.166848905558113,106.88097257429597
-6.1534519816010835,106.88097257429597
-6.140054719914585,106.88097257429597
-6.126657121222617,106.88097257429597
-6.113402952841006,106.88107538546704
-6.101413488619159,106.88136657012012
-6.085615143132707,106.8869260145847
-6.365584312029963,106.89468097394385
-6.354369974144829,106.89444730355777
-6.340977854368041,106.89444730355777
-6.327585386735594,106.89444730355777
-6.314192571970178,106.89444730355777
-6.300799410794576,106.89444730355777
-6.287405903931668,106.89444730355777
-6.274012052104425,106.89444730355777
-6.260617856035915,106.89444730355777
-6.247223316449298,106.89444730355777
-6.233828434067827,106.89444730355777
-6.2204332096148525,106.89444730355777
-6.2070376438138135,106.89444730355777
-6.193641737388243,106.89444730355777
-6.180245491061771,106.89444730355777
-6.166848905558113,106.89444730355777
-6.1534519816010835,106.89444730355777
-6.140054719914585,106.89444730355777
-6.126657121222617,106.89444730355777
-6.113267849582312,106.89445104010765
-6.10202421865285,106.89506024776976
-6.086141085040303,106.8945174744862
-6.3653546837297545,106.90566520938911
-6.3543456625993056,106.90788976451401
-6.340977854368041,106.90792203281957
-6.327585386735594,106.90792203281957
-6.314192571970178,106.90792203281957
-6.3011465330972385,106.90752689691334
-6.287788509293532,106.90547075020005
-6.274849571113695,106.90472489184548
-6.258801666339609,106.90527346320854
-6.247223316449298,106.90792203281957
-6.233828434067827,106.90792203281957
-6.2204332096148525,106.90792203281957
-6.2070376438138135,106.90792203281957
-6.193641737388243,106.90792203281957
-6.180245491061771,106.90792203281957
-6.166848905558113,106.90792203281957
-6.1534519816010835,106.90792203281957
-6.140054719914585,106.90792203281957
-6.126657121222617,106.90792203281957
-6.113354559352148,106.90794635620102
-6.102540888835799,106.90783077639784
-6.086370325410541,106.9079156011998
-6.362836677773715,106.9151985563775
-6.352284668223283,106.91572004989315
-6.34007440373706,106.91675616453757
-6.327453494898502,106.91761242548581
-6.314259553948951,106.91809768752142
-6.303148770648791,106.91775010492103
-6.254846653509785,106.91944523714689
-6.247122028341954,106.921422367706
-6.233828434067827,106.92139676208134
-6.2204332096148525,106.92139676208134
-6.2070376438138135,106.92139676208134
-6.193641737388243,106.92139676208134
-6.180245491061771,106.92139676208134
-6.166848905558113,106.92139676208134
-6.1534519816010835,106.92139676208134
-6.140054719914585,106.92139676208134
-6.126657121222617,106.92139676208134
-6.113259186249265,106.92139676208134
-6.101828585687,106.92152708146232
-6.086996059813889,106.91929960469187
-6.25413124349032,106.92954211654609
-6.247112936241628,106.93481971282297
-6.233828434067827,106.93487149134315
-6.2204332096148525,106.93487149134315
-6.2070376438138135,106.93487149134315
-6.193641737388243,106.93487149134315
-6.180245491061771,106.93487149134315
-6.166848905558113,106.93487149134315
-6.1534519816010835,106.93487149134315
-6.140054719914585,106.93487149134315
-6.126657121222617,106.93487149134315
-6.113259186249265,106.93487149134315
-6.101804586991832,106.93484177551038
-6.246509936710754,106.94292994775542
-6.2326413326572805,106.94393071193899
-6.219223500596983,106.94697537437071
-6.2070376438138135,106.94834622060495
-6.193641737388243,106.94834622060495
-6.180245491061771,106.94834622060495
-6.166848905558113,106.94834622060495
-6.1534519816010835,106.94834622060495
-6.140054719914585,106.94834622060495
-6.126657121222617,106.94834622060495
-6.113259186249265,106.94834622060495
-6.100362571438506,106.94873911341728
-6.091629595802521,106.94975162897347
-6.215923688309097,106.95668948298692
-6.206251402717655,106.96015185379038
-6.193521577314199,106.96170515586468
-6.180245491061771,106.96182094986673
-6.166848905558113,106.96182094986673
-6.1534519816010835,106.96182094986673
-6.140054719914585,106.96182094986673
-6.126657121222617,106.96182094986673
-6.113259186249265,106.96182094986673
-6.10013137314896,106.96198749813169
-6.092741492733833,106.9637299415229
-6.191604654739496,106.97060913784219
-6.180604117194506,106.97064706258578
-6.167486410809224,106.9697180151199
-6.152943585500883,106.96996602929902
-6.141017364288751,106.96991710356491
-6.128326557930395,106.96934394549528
-6.113435800937351,106.96883400759273
-6.098371342286392,106.96928117490492
-6.09218111402199,106.96935315496933
